NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
44	402.464	15.128	107.942	13.407	0.035	0.986	50000.0
45	424.923	16.063	112.055	13.941	0.037	0.985	50000.0
46	436.102	16.69	115.259	14.545	0.039	0.983	50000.0
47	428.044	16.149	111.097	14.035	0.037	0.984	30000.0
48	410.79	15.603	106.996	13.656	0.036	0.985	50000.0
49	416.589	15.507	109.419	13.449	0.036	0.986	20000.0
50	415.218	15.608	105.988	13.306	0.036	0.986	30000.0
51	407.463	15.518	106.532	13.57	0.037	0.986	20000.0
52	416.337	15.694	108.707	13.472	0.036	0.986	40000.0
53	426.308	16.061	112.425	13.992	0.038	0.984	30000.0
54	413.826	15.557	107.751	13.391	0.036	0.986	50000.0
55	406.933	15.246	105.065	13.176	0.035	0.986	30000.0
56	425.724	16.198	113.568	14.189	0.037	0.984	50000.0
57	423.42	15.995	111.917	14.092	0.036	0.984	30000.0
58	422.651	15.909	109.461	13.811	0.037	0.985	30000.0
59	418.004	15.849	107.753	13.726	0.037	0.985	50000.0
60	431.491	16.252	113.218	14.022	0.038	0.985	50000.0
61	427.365	16.114	112.867	13.924	0.037	0.985	30000.0
62	404.145	15.289	104.493	13.2	0.036	0.986	30000.0
63	402.677	15.437	104.501	13.398	0.036	0.986	20000.0
64	429.054	15.816	114.983	14.083	0.037	0.985	50000.0
65	415.848	15.973	108.931	13.872	0.038	0.985	30000.0
66	415.405	15.612	107.731	13.458	0.036	0.986	20000.0
67	412.478	15.562	109.452	13.534	0.036	0.986	30000.0
68	405.399	15.604	103.881	13.262	0.036	0.986	40000.0
69	422.334	16.033	110.423	13.892	0.036	0.985	20000.0
70	405.687	15.442	104.979	13.412	0.037	0.986	60000.0
71	440.96	16.633	117.17	14.69	0.037	0.984	50000.0
72	427.473	16.034	111.581	14.063	0.037	0.985	20000.0
73	439.665	16.668	115.175	14.579	0.038	0.984	60000.0
74	404.267	15.429	105.249	13.463	0.036	0.985	30000.0
75	413.084	15.397	108.522	13.594	0.035	0.986	50000.0
76	429.277	16.132	113.883	14.12	0.038	0.984	30000.0
77	429.355	15.977	113.861	13.938	0.036	0.986	50000.0
78	421.123	16.033	110.386	13.975	0.037	0.985	70000.0
79	423.235	16.161	111.609	14.072	0.038	0.985	60000.0
80	420.455	16.01	110.495	14.038	0.038	0.985	30000.0
81	420.982	15.931	109.725	13.741	0.037	0.985	40000.0
82	413.987	15.526	107.883	13.633	0.036	0.986	40000.0
83	395.789	15.027	102.582	13.08	0.035	0.986	50000.0
84	421.515	16.088	109.64	13.99	0.037	0.985	40000.0
85	405.419	15.275	106.507	13.401	0.035	0.986	40000.0
86	406.022	15.331	105.158	13.148	0.036	0.987	60000.0
87	405.777	15.501	105.015	13.534	0.035	0.986	20000.0
88	409.021	15.414	107.298	13.493	0.036	0.986	50000.0
89	429.972	16.222	113.115	14.137	0.037	0.985	30000.0
90	421.193	15.963	109.654	13.896	0.036	0.984	40000.0
91	419.243	15.886	112.289	13.945	0.038	0.985	50000.0
92	428.903	15.972	112.252	13.748	0.037	0.986	40000.0
93	409.95	15.428	106.041	13.4	0.035	0.986	30000.0
94	408.453	15.744	106.36	13.553	0.036	0.985	20000.0
95	415.1	15.817	107.752	13.731	0.036	0.985	50000.0
96	417.075	15.737	109.355	13.84	0.037	0.985	30000.0
97	428.332	16.089	112.58	13.975	0.037	0.985	30000.0
98	414.444	15.631	108.063	13.779	0.036	0.985	40000.0
99	407.641	15.212	105.422	13.165	0.035	0.987	40000.0
100	422.62	16.204	112.906	14.342	0.038	0.984	60000.0
