NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
67	460.847	17.195	122.352	15.004	0.041	0.983	30000.0
68	461.724	17.466	121.033	15.146	0.042	0.982	30000.0
69	467.533	17.591	123.689	15.351	0.042	0.982	20000.0
70	462.202	17.41	123.575	15.379	0.043	0.982	60000.0
71	475.064	17.749	126.898	15.735	0.042	0.981	20000.0
72	467.478	17.359	123.2	15.247	0.042	0.982	20000.0
73	472.533	17.666	125.956	15.572	0.043	0.981	30000.0
74	458.223	17.26	121.931	15.205	0.042	0.982	40000.0
75	472.532	17.448	125.914	15.48	0.041	0.982	40000.0
76	464.379	17.323	123.253	15.249	0.042	0.982	20000.0
77	467.611	17.42	124.928	15.31	0.041	0.982	20000.0
78	473.283	17.615	124.674	15.397	0.042	0.982	40000.0
79	473.606	17.837	125.653	15.575	0.044	0.982	20000.0
80	472.974	17.732	127.049	15.808	0.043	0.981	30000.0
81	465.409	17.325	122.916	15.081	0.042	0.983	30000.0
82	467.684	17.439	124.909	15.454	0.042	0.982	50000.0
83	451.602	16.951	119.681	14.829	0.041	0.983	40000.0
84	463.303	17.342	123.605	15.299	0.042	0.982	20000.0
85	464.518	17.256	126.393	15.41	0.042	0.982	20000.0
86	468.592	17.435	124.141	15.184	0.042	0.983	30000.0
87	467.958	17.568	123.728	15.499	0.042	0.982	30000.0
88	468.888	17.506	126.589	15.583	0.042	0.982	20000.0
89	477.643	17.774	126.86	15.589	0.042	0.982	20000.0
90	460.689	17.207	122.282	15.145	0.042	0.982	40000.0
91	466.307	17.414	124.695	15.343	0.043	0.982	50000.0
92	463.31	17.168	121.065	14.884	0.041	0.983	20000.0
93	473.392	17.642	126.45	15.628	0.042	0.981	50000.0
94	457.772	17.218	120.851	14.923	0.042	0.983	20000.0
95	465.004	17.232	122.569	15.114	0.041	0.983	40000.0
96	479.913	17.934	128.216	15.921	0.044	0.981	50000.0
97	474.25	17.614	126.624	15.511	0.042	0.982	60000.0
98	469.971	17.5	125.174	15.53	0.041	0.982	20000.0
99	470.665	17.483	125.157	15.39	0.042	0.982	50000.0
100	467.949	17.781	126.216	15.838	0.043	0.981	30000.0
