NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
76	686.596	24.102	191.229	22.298	0.068	0.962	20000.0
77	688.037	23.961	190.044	22.055	0.067	0.962	20000.0
78	709.564	29.05	181.826	25.21	0.109	0.947	30000.0
79	696.048	24.474	192.619	22.464	0.07	0.961	30000.0
80	700.429	24.558	195.36	22.844	0.07	0.96	30000.0
81	694.818	24.139	193.963	22.302	0.069	0.962	30000.0
82	707.961	29.192	182.703	25.428	0.11	0.947	40000.0
83	678.65	23.672	189.68	22.001	0.067	0.962	20000.0
84	689.386	24.028	190.982	22.09	0.069	0.962	30000.0
85	691.567	24.064	194.477	22.498	0.068	0.961	30000.0
86	691.401	24.156	192.083	22.176	0.068	0.963	30000.0
87	694.819	24.127	192.988	22.29	0.067	0.962	40000.0
88	699.946	24.608	196.324	22.79	0.07	0.96	20000.0
89	658.772	24.995	173.661	22.444	0.078	0.962	50000.0
90	692.843	24.119	191.545	22.189	0.067	0.962	40000.0
91	647.231	24.731	172.151	22.193	0.078	0.962	60000.0
92	689.071	24.07	191.158	22.042	0.067	0.962	50000.0
93	646.306	24.602	171.782	22.285	0.078	0.962	20000.0
94	637.049	24.263	168.731	21.823	0.076	0.963	30000.0
95	694.029	24.285	191.027	22.238	0.067	0.962	30000.0
96	651.023	24.733	171.331	22.118	0.078	0.963	30000.0
97	690.354	24.241	192.152	22.466	0.068	0.961	30000.0
98	692.287	24.377	193.088	22.662	0.068	0.96	20000.0
99	695.502	24.122	191.989	22.234	0.067	0.962	20000.0
100	690.276	24.287	191.752	22.501	0.068	0.961	40000.0
