NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
35	248.661	10.292	61.968	8.627	0.02	0.994	80000.0
36	245.215	9.991	62.822	8.661	0.018	0.994	80000.0
37	237.492	9.683	58.973	8.162	0.017	0.995	40000.0
38	253.924	10.452	63.777	8.953	0.018	0.994	70000.0
39	255.617	10.293	64.53	8.694	0.019	0.994	90000.0
40	246.009	10.125	61.069	8.406	0.019	0.994	50000.0
41	240.233	9.904	59.073	8.18	0.019	0.995	50000.0
42	244.876	9.953	60.574	8.324	0.018	0.995	80000.0
43	246.683	10.318	62.05	8.755	0.019	0.994	50000.0
44	244.168	9.993	60.384	8.29	0.018	0.995	60000.0
45	247.528	10.031	62.915	8.629	0.018	0.994	80000.0
46	247.98	10.282	62.099	8.622	0.019	0.994	100000.0
47	247.771	9.963	62.989	8.492	0.018	0.994	70000.0
48	241.946	9.721	59.764	8.134	0.017	0.995	110000.0
49	244.467	10.06	60.344	8.491	0.018	0.994	70000.0
50	244.393	9.922	61.558	8.383	0.017	0.995	80000.0
51	230.979	9.655	57.409	8.064	0.018	0.995	60000.0
52	230.322	9.571	57.202	8.123	0.018	0.995	50000.0
53	239.366	9.636	58.69	7.974	0.017	0.995	210000.0
54	254.931	10.38	64.635	8.84	0.018	0.994	40000.0
55	254.946	10.436	64.45	8.938	0.019	0.994	100000.0
56	248.03	10.042	64.179	8.806	0.018	0.994	60000.0
57	239.125	9.886	59.922	8.373	0.019	0.995	60000.0
58	234.6	9.62	57.662	7.964	0.018	0.995	90000.0
59	239.12	9.772	58.515	8.007	0.018	0.995	70000.0
60	245.399	10.01	60.293	8.273	0.019	0.995	100000.0
61	241.574	9.771	60.763	8.279	0.018	0.995	50000.0
62	234.025	9.7	58.736	8.25	0.018	0.995	130000.0
63	237.45	9.744	58.03	8.076	0.018	0.995	140000.0
64	245.391	9.921	61.608	8.247	0.018	0.995	50000.0
65	242.569	9.884	59.109	8.08	0.017	0.995	70000.0
66	251.516	10.117	62.963	8.578	0.018	0.994	80000.0
67	244.527	9.806	59.762	8.166	0.018	0.995	40000.0
68	247.584	10.13	62.015	8.581	0.018	0.994	50000.0
69	243.91	10.036	61.55	8.532	0.018	0.994	100000.0
70	250.995	10.092	62.959	8.443	0.018	0.995	70000.0
71	242.742	9.807	60.444	8.235	0.018	0.995	60000.0
72	239.323	9.612	59.851	8.138	0.017	0.995	100000.0
73	243.077	10.017	61.096	8.448	0.018	0.995	70000.0
74	235.726	9.684	59.455	8.157	0.018	0.995	90000.0
75	240.629	9.868	59.88	8.388	0.018	0.995	80000.0
76	249.352	10.014	62.981	8.547	0.018	0.994	90000.0
77	240.143	9.838	58.298	8.028	0.018	0.995	60000.0
78	236.301	9.627	58.235	8.066	0.018	0.995	90000.0
79	239.463	9.886	59.576	8.265	0.018	0.995	60000.0
80	236.074	9.714	57.938	8.025	0.017	0.995	70000.0
81	239.306	9.82	58.688	8.083	0.018	0.995	40000.0
82	243.524	9.831	61.418	8.377	0.017	0.995	70000.0
83	245.86	9.977	62.007	8.439	0.018	0.995	60000.0
84	242.423	9.988	61.34	8.382	0.018	0.995	120000.0
85	247.553	10.009	62.062	8.462	0.018	0.994	80000.0
86	246.485	10.047	63.338	8.59	0.019	0.994	50000.0
87	242.322	9.864	60.353	8.273	0.018	0.995	90000.0
88	244.03	10.008	60.672	8.43	0.019	0.994	70000.0
89	252.221	10.186	63.336	8.651	0.017	0.994	70000.0
90	250.517	10.343	63.772	8.877	0.019	0.994	170000.0
91	230.045	9.646	57.112	8.113	0.018	0.995	60000.0
92	240.571	9.759	59.077	8.025	0.018	0.995	50000.0
93	250.905	10.164	62.584	8.441	0.02	0.995	90000.0
94	252.243	10.22	62.087	8.436	0.018	0.994	100000.0
95	233.935	9.849	58.03	8.263	0.02	0.995	40000.0
96	245.27	10.258	60.284	8.693	0.019	0.994	80000.0
97	243.151	9.948	60.809	8.371	0.019	0.995	80000.0
98	262.288	10.355	66.164	8.797	0.018	0.994	90000.0
99	240.162	9.744	61.566	8.294	0.017	0.995	40000.0
100	244.19	10.047	61.799	8.504	0.019	0.994	80000.0
