NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
71	342.228	13.283	89.43	11.486	0.027	0.99	60000.0
72	340.017	12.928	86.839	11.09	0.026	0.991	60000.0
73	343.598	13.249	87.534	11.275	0.027	0.99	50000.0
74	350.929	13.582	94.164	12.095	0.027	0.989	70000.0
75	339.711	13.458	87.092	11.498	0.029	0.989	60000.0
76	353.737	13.663	93.127	11.896	0.027	0.989	40000.0
77	350.675	13.588	91.04	11.715	0.027	0.99	60000.0
78	339.126	13.243	86.863	11.398	0.027	0.99	70000.0
79	344.671	13.213	88.608	11.39	0.027	0.99	70000.0
80	346.471	13.662	89.245	11.787	0.027	0.989	50000.0
81	348.837	13.358	89.133	11.411	0.027	0.99	40000.0
82	337.627	12.761	87.076	10.984	0.025	0.991	60000.0
83	344.899	13.058	88.925	11.293	0.026	0.99	40000.0
84	343.651	13.124	89.03	11.244	0.026	0.991	40000.0
85	348.619	13.493	90.587	11.636	0.027	0.99	30000.0
86	342.846	12.902	90.501	11.18	0.026	0.991	40000.0
87	349.315	13.416	90.1	11.531	0.027	0.99	80000.0
88	349.0	13.496	89.27	11.642	0.027	0.989	50000.0
89	353.927	13.312	92.214	11.5	0.026	0.99	60000.0
90	353.781	13.86	92.342	12.179	0.028	0.988	70000.0
91	341.147	13.195	89.108	11.382	0.027	0.99	60000.0
92	346.514	13.133	90.12	11.275	0.027	0.991	40000.0
93	357.36	13.495	91.007	11.528	0.028	0.99	40000.0
94	346.484	13.37	89.122	11.48	0.027	0.99	50000.0
95	332.536	12.963	85.602	11.214	0.027	0.99	40000.0
96	326.094	12.834	83.53	10.98	0.029	0.991	70000.0
97	344.691	13.17	88.746	11.312	0.026	0.99	20000.0
98	355.817	13.613	93.007	11.766	0.027	0.989	60000.0
99	337.067	13.133	86.436	11.171	0.027	0.99	60000.0
100	345.121	13.233	89.726	11.457	0.026	0.99	40000.0
